student_id,class_id,school_id,test_score,family_income,race,cohort
42,7003.0,9013,82.02648886199646,37090,WHITE,REGULAR
43,7003.0,9013,73.06968873444946,134130,BLACK,EXPERIMENTAL
44,7003.0,9013,82.07235660665168,38418,ASIAN,REGULAR
45,7003.0,9013,83.51176652571152,109873,WHITE,REGULAR
46,7003.0,9013,84.40057089025329,87044,HISPANIC,EXPERIMENTAL
47,7003.0,9013,90.13688717224649,147241,WHITE,EXPERIMENTAL
48,7004.0,9003,67.4806654044322,61163,BLACK,REGULAR
49,7004.0,9003,77.7117081439337,88186,HISPANIC,REGULAR
50,7004.0,9003,70.65489523973388,138991,WHITE,REGULAR
51,7004.0,9003,69.7732601854636,53622,WHITE,REGULAR
52,7004.0,9003,74.93163801192863,54735,WHITE,REGULAR
53,7004.0,9003,57.054020543720185,71548,BLACK,EXPERIMENTAL
54,7004.0,9003,79.00255885505455,134230,WHITE,EXPERIMENTAL
55,7004.0,9003,60.32050641464396,100403,HISPANIC,EXPERIMENTAL
56,7004.0,9003,77.69294166238616,89404,ASIAN,REGULAR
57,7004.0,9003,73.52664552337511,73903,BLACK,REGULAR
58,7004.0,9003,65.53465426379879,57869,WHITE,EXPERIMENTAL
59,7004.0,9003,80.00899672111575,127560,WHITE,REGULAR
60,7004.0,9003,79.22709004694194,96651,WHITE,REGULAR
61,7004.0,9003,61.350932447573726,104806,BLACK,EXPERIMENTAL
62,7004.0,9003,64.00285956347312,84906,WHITE,EXPERIMENTAL
63,7004.0,9003,61.41530691080213,114857,ASIAN,EXPERIMENTAL
64,7005.0,9003,76.82225759248425,94205,HISPANIC,EXPERIMENTAL
65,7005.0,9003,77.46777072005314,92325,HISPANIC,REGULAR
66,7005.0,9003,65.53871387725484,108473,BLACK,REGULAR
67,7005.0,9003,80.35373500176068,139403,ASIAN,REGULAR
68,7005.0,9003,78.7402882512787,105571,ASIAN,REGULAR
69,7005.0,9003,64.7281825590618,108211,WHITE,REGULAR
70,7005.0,9003,79.05698563367525,135443,HISPANIC,REGULAR
71,7005.0,9003,72.06678970618043,40910,WHITE,REGULAR
72,7005.0,9003,71.85743786224688,102973,ASIAN,REGULAR
73,7005.0,9003,69.43128643958774,39503,WHITE,EXPERIMENTAL
74,7005.0,9003,61.25655275040141,111082,ASIAN,EXPERIMENTAL
75,7005.0,9003,74.19149658385076,69704,ASIAN,EXPERIMENTAL
76,7005.0,9003,57.62601168052552,66760,WHITE,EXPERIMENTAL
77,7005.0,9003,59.23722334582801,94524,HISPANIC,EXPERIMENTAL
78,7005.0,9003,56.45683866526372,39571,WHITE,EXPERIMENTAL
79,7005.0,9003,58.47935878317952,38451,HISPANIC,REGULAR
80,7006.0,9009,76.93801677300155,149615,BLACK,EXPERIMENTAL
81,7006.0,9009,88.54129921224536,56082,WHITE,REGULAR
82,7006.0,9009,75.77157195314027,37621,WHITE,EXPERIMENTAL
83,7006.0,9009,91.61965423844731,65777,BLACK,REGULAR
84,7006.0,9009,89.74119432991809,128665,BLACK,REGULAR
85,7006.0,9009,92.5598906030722,110509,BLACK,REGULAR
86,7006.0,9009,85.52566769418249,97903,WHITE,REGULAR
87,7006.0,9009,83.23440143768894,66940,WHITE,EXPERIMENTAL
88,7006.0,9009,94.98538454721763,113782,BLACK,REGULAR
89,7006.0,9009,80.23404968567537,116123,HISPANIC,EXPERIMENTAL
90,7006.0,9009,82.27742235310845,58967,HISPANIC,REGULAR
91,7006.0,9009,76.78322480122748,134529,HISPANIC,REGULAR
92,7006.0,9009,94.33471145460456,125048,WHITE,EXPERIMENTAL
93,7006.0,9009,75.73167380531831,123347,WHITE,EXPERIMENTAL
94,7006.0,9009,82.54319256827691,90995,BLACK,REGULAR
95,7006.0,9009,86.93354448045949,102116,HISPANIC,EXPERIMENTAL
96,7007.0,9017,90.0455081541014,57924,WHITE,EXPERIMENTAL
97,7007.0,9017,90.52942179683693,56749,WHITE,REGULAR
98,7007.0,9017,85.9952446394637,42730,ASIAN,EXPERIMENTAL
99,7007.0,9017,89.8083014582116,57528,ASIAN,REGULAR
100,7007.0,9017,71.92212646847214,82580,BLACK,EXPERIMENTAL
101,7007.0,9017,89.14959513756554,58080,WHITE,REGULAR
102,7007.0,9017,71.48793329509925,128912,HISPANIC,REGULAR
103,7007.0,9017,81.49719624939489,120307,ASIAN,REGULAR
104,7007.0,9017,84.0295031707406,76789,HISPANIC,EXPERIMENTAL
105,7007.0,9017,69.2525853146743,39580,ASIAN,EXPERIMENTAL
106,7007.0,9017,70.06203049993935,69780,WHITE,EXPERIMENTAL
107,7007.0,9017,80.45288092341336,44127,HISPANIC,REGULAR
108,7007.0,9017,81.2495723471116,125885,WHITE,EXPERIMENTAL
109,7007.0,9017,85.86806238731144,138274,ASIAN,REGULAR
110,7007.0,9017,77.62911658256972,113092,WHITE,REGULAR
111,7007.0,9017,86.87861262932532,37022,WHITE,REGULAR
112,7008.0,9014,68.2255809302964,127214,WHITE,EXPERIMENTAL
113,7008.0,9014,83.15954361904896,55443,WHITE,REGULAR
114,7008.0,9014,84.68893584392676,79868,WHITE,EXPERIMENTAL
115,7008.0,9014,80.86236307398597,134629,BLACK,REGULAR
116,7008.0,9014,77.9616219860703,70138,BLACK,REGULAR
117,7008.0,9014,65.73767548612183,79955,WHITE,EXPERIMENTAL
118,7008.0,9014,69.00953574892564,144192,HISPANIC,EXPERIMENTAL
119,7008.0,9014,73.02773276096063,134008,WHITE,REGULAR
120,7008.0,9014,83.59445102990499,88085,WHITE,EXPERIMENTAL
121,7008.0,9014,74.42496645045684,85771,WHITE,REGULAR
122,7008.0,9014,65.36334982571805,100076,ASIAN,EXPERIMENTAL
123,7008.0,9014,74.42179538310239,134651,WHITE,REGULAR
124,7008.0,9014,64.45947803493446,101884,HISPANIC,EXPERIMENTAL
125,7008.0,9014,69.97583398725453,121534,HISPANIC,REGULAR
126,7008.0,9014,86.73071842743683,127943,BLACK,REGULAR
127,7008.0,9014,86.8844932503467,133473,HISPANIC,REGULAR
128,7009.0,9009,82.69779425006726,37037,WHITE,REGULAR
129,7009.0,9009,89.94048404963934,111498,WHITE,REGULAR
130,7009.0,9009,89.30759266616317,89134,HISPANIC,REGULAR
131,7009.0,9009,80.30662360251821,122607,WHITE,EXPERIMENTAL
132,7009.0,9009,75.29893430020346,103543,WHITE,EXPERIMENTAL
133,7009.0,9009,75.41301441191482,108968,BLACK,REGULAR
134,7009.0,9009,86.78915914352717,121652,WHITE,REGULAR
135,7009.0,9009,93.2552533111049,97257,ASIAN,REGULAR
136,7009.0,9009,89.79373164044961,93120,BLACK,REGULAR
137,7009.0,9009,81.60464361421188,43185,ASIAN,REGULAR
138,7009.0,9009,84.17844500102149,80336,WHITE,EXPERIMENTAL
139,7009.0,9009,81.84430262005947,108848,WHITE,EXPERIMENTAL
140,7009.0,9009,84.61798913172868,35129,BLACK,EXPERIMENTAL
141,7009.0,9009,71.36491784277598,77292,HISPANIC,REGULAR
142,7009.0,9009,83.1941060971239,81988,WHITE,EXPERIMENTAL
143,7009.0,9009,70.04502654727371,69729,WHITE,EXPERIMENTAL
144,7010.0,9008,96.29560105681071,135482,BLACK,REGULAR
145,7010.0,9008,70.89604199235626,55588,BLACK,REGULAR
146,7010.0,9008,82.70040186544826,112198,HISPANIC,REGULAR
147,7010.0,9008,85.82163128554204,139612,BLACK,REGULAR
148,7010.0,9008,81.3322589421897,137188,WHITE,EXPERIMENTAL
149,7010.0,9008,74.71608523514188,44488,ASIAN,EXPERIMENTAL
150,7010.0,9008,96.36865297137044,111201,HISPANIC,REGULAR
151,7010.0,9008,84.77935184622191,134701,WHITE,EXPERIMENTAL
152,7010.0,9008,90.63970286196543,68119,HISPANIC,REGULAR
153,7010.0,9008,75.89660993408707,129379,HISPANIC,REGULAR
154,7010.0,9008,91.30807889864434,83789,HISPANIC,EXPERIMENTAL
155,7010.0,9008,92.19570149764027,75888,HISPANIC,EXPERIMENTAL
156,7010.0,9008,94.05640265924026,103150,WHITE,EXPERIMENTAL
157,7010.0,9008,77.19843752611905,125558,WHITE,EXPERIMENTAL
158,7010.0,9008,94.44829914601752,102245,BLACK,REGULAR
159,7010.0,9008,94.08966780811622,97287,BLACK,REGULAR
160,7011.0,9013,81.4083734666796,141775,WHITE,EXPERIMENTAL
161,7011.0,9013,63.04562039238028,85066,WHITE,EXPERIMENTAL
162,7011.0,9013,66.79485677523802,66400,HISPANIC,REGULAR
163,7011.0,9013,72.68481337002505,127512,WHITE,REGULAR
164,7011.0,9013,88.03885091959813,122821,WHITE,REGULAR
165,7011.0,9013,82.69969821371362,97857,HISPANIC,REGULAR
166,7011.0,9013,65.71371999649462,118422,WHITE,EXPERIMENTAL
167,7011.0,9013,75.98232328729104,98993,BLACK,REGULAR
168,7011.0,9013,66.7821825712708,95277,BLACK,EXPERIMENTAL
169,7011.0,9013,85.37643738070686,133047,WHITE,REGULAR
170,7011.0,9013,77.21074868887021,50946,BLACK,REGULAR
171,7011.0,9013,83.89343560037354,73825,BLACK,EXPERIMENTAL
172,7011.0,9013,74.22462695644914,67524,HISPANIC,REGULAR
173,7011.0,9013,71.18185971046556,144693,WHITE,REGULAR
174,7011.0,9013,78.4921725454635,38178,WHITE,EXPERIMENTAL
175,7011.0,9013,72.15509628441676,110208,WHITE,EXPERIMENTAL
176,7012.0,9004,77.0202013266161,32655,WHITE,REGULAR
177,7012.0,9004,81.64376511128899,72679,WHITE,REGULAR
178,7012.0,9004,69.64553834801977,116853,HISPANIC,REGULAR
179,7012.0,9004,60.45607735626651,33300,WHITE,EXPERIMENTAL
180,7012.0,9004,55.18340152503395,40795,WHITE,EXPERIMENTAL
181,7012.0,9004,78.50498052054895,61779,WHITE,REGULAR
182,7012.0,9004,81.93297986537792,131876,BLACK,REGULAR
183,7012.0,9004,76.21041942454502,67184,WHITE,EXPERIMENTAL
184,7012.0,9004,83.04553673915663,91835,BLACK,REGULAR
185,7012.0,9004,82.0751321779661,148046,WHITE,EXPERIMENTAL
186,7012.0,9004,65.98551708859911,147402,HISPANIC,REGULAR
187,7012.0,9004,53.919011376488335,35761,ASIAN,EXPERIMENTAL
188,7012.0,9004,78.71794208842299,52034,WHITE,REGULAR
189,7012.0,9004,66.9580486231594,101753,BLACK,REGULAR
190,7012.0,9004,64.13307540576534,90048,WHITE,EXPERIMENTAL
191,7012.0,9004,79.13775331887865,67493,ASIAN,EXPERIMENTAL
192,7013.0,9005,90.35420878175583,77052,WHITE,REGULAR
193,7013.0,9005,74.78371198079026,99302,WHITE,EXPERIMENTAL
194,7013.0,9005,87.41397729973215,85543,WHITE,REGULAR
195,7013.0,9005,82.25224375924572,31387,ASIAN,EXPERIMENTAL
196,7013.0,9005,90.40829050174725,60385,ASIAN,EXPERIMENTAL
197,7013.0,9005,74.5857559602328,57974,BLACK,REGULAR
198,7013.0,9005,93.29735908592352,119468,HISPANIC,EXPERIMENTAL
199,7013.0,9005,86.51204434331086,139666,WHITE,EXPERIMENTAL
200,7013.0,9005,95.15069695343493,148440,WHITE,REGULAR
201,7013.0,9005,76.20533824158665,144389,HISPANIC,EXPERIMENTAL
202,7013.0,9005,82.57838149897896,71732,ASIAN,EXPERIMENTAL
203,7013.0,9005,87.23745241869906,57107,WHITE,REGULAR
204,7013.0,9005,75.0322777859273,95173,BLACK,REGULAR
205,7013.0,9005,85.45925603900253,107040,BLACK,REGULAR
206,7013.0,9005,84.01250804927187,40931,HISPANIC,REGULAR
207,7013.0,9005,84.17875991354887,129867,HISPANIC,REGULAR
208,7014.0,9018,69.75126627806397,37735,HISPANIC,REGULAR
209,7014.0,9018,77.8897995622231,57030,WHITE,EXPERIMENTAL
210,7014.0,9018,71.94728889028006,54079,WHITE,REGULAR
211,7014.0,9018,69.62875888110213,46390,WHITE,REGULAR
212,7014.0,9018,74.63656636293,122865,HISPANIC,EXPERIMENTAL
213,7014.0,9018,83.13222208492125,101331,HISPANIC,REGULAR
214,7014.0,9018,68.14011464220468,41895,HISPANIC,REGULAR
215,7014.0,9018,79.24446607332943,67827,WHITE,EXPERIMENTAL
216,7014.0,9018,76.58526573481713,68150,WHITE,EXPERIMENTAL
217,7014.0,9018,65.40698115063579,97888,WHITE,EXPERIMENTAL
218,7014.0,9018,77.1230787192785,61484,BLACK,REGULAR
219,7014.0,9018,84.44486024584326,99136,HISPANIC,EXPERIMENTAL
220,7014.0,9018,78.36495718105338,80456,HISPANIC,REGULAR
221,7014.0,9018,70.46242387671798,119302,HISPANIC,EXPERIMENTAL
222,7014.0,9018,81.61415213962607,83476,WHITE,REGULAR
223,7014.0,9018,79.67128604045912,121010,ASIAN,REGULAR
224,7015.0,9003,74.72978899699099,95787,WHITE,EXPERIMENTAL
225,7015.0,9003,71.09356394372941,56283,WHITE,REGULAR
226,7015.0,9003,59.40917529558568,31814,BLACK,REGULAR
227,7015.0,9003,72.46043500543314,54171,WHITE,REGULAR
228,7015.0,9003,81.16397916032298,115698,ASIAN,REGULAR
229,7015.0,9003,88.35018608825145,95695,BLACK,EXPERIMENTAL
230,7015.0,9003,82.45291655771759,135783,BLACK,REGULAR
231,7015.0,9003,88.4730057208073,117930,BLACK,EXPERIMENTAL
232,7015.0,9003,77.91062725841611,91009,BLACK,EXPERIMENTAL
233,7015.0,9003,73.4969350143959,136914,ASIAN,REGULAR
234,7015.0,9003,74.21283245987358,122428,WHITE,REGULAR
235,7015.0,9003,78.2224962911555,136596,BLACK,EXPERIMENTAL
236,7015.0,9003,83.49668709412116,96979,BLACK,REGULAR
237,7015.0,9003,87.1170811167219,102876,WHITE,EXPERIMENTAL
238,7015.0,9003,66.35715603060046,111492,HISPANIC,REGULAR
239,7016.0,9015,73.94079433552643,138496,WHITE,EXPERIMENTAL
240,7016.0,9015,72.45588106307007,42904,BLACK,REGULAR
241,7016.0,9015,65.69242470666018,119609,WHITE,EXPERIMENTAL
242,7016.0,9015,79.6776076536673,106191,HISPANIC,REGULAR
243,7016.0,9015,77.7673828285206,142276,WHITE,EXPERIMENTAL
244,7016.0,9015,71.41483194887742,82161,WHITE,REGULAR
245,7016.0,9015,86.85142032262885,136890,HISPANIC,EXPERIMENTAL
246,7016.0,9015,72.47315169272794,124425,BLACK,EXPERIMENTAL
247,7016.0,9015,63.90451991354219,109292,BLACK,REGULAR
248,7016.0,9015,82.06772517388136,127193,WHITE,REGULAR
249,7016.0,9015,71.2256545455043,60342,HISPANIC,EXPERIMENTAL
250,7016.0,9015,84.4790293681554,106203,HISPANIC,REGULAR
251,7016.0,9015,70.89171597701498,33589,ASIAN,REGULAR
252,7016.0,9015,80.6504225683761,120826,HISPANIC,REGULAR
253,7016.0,9015,72.31031896597317,88287,HISPANIC,REGULAR
254,7017.0,9017,78.6718691985099,129251,ASIAN,REGULAR
255,7017.0,9017,65.67681376016972,95642,HISPANIC,REGULAR
256,7017.0,9017,79.9703379884803,55105,WHITE,EXPERIMENTAL
257,7017.0,9017,84.48839601542254,107177,HISPANIC,REGULAR
258,7017.0,9017,63.52410286706533,42807,ASIAN,REGULAR
259,7017.0,9017,80.6553103146886,147099,BLACK,REGULAR
260,7017.0,9017,76.91412788755515,105684,HISPANIC,EXPERIMENTAL
261,7017.0,9017,73.2995404407031,48068,WHITE,EXPERIMENTAL
262,7017.0,9017,80.72634973322083,65187,WHITE,REGULAR
263,7017.0,9017,76.85231181456452,66384,BLACK,EXPERIMENTAL
264,7017.0,9017,65.63725083920272,149087,BLACK,EXPERIMENTAL
265,7017.0,9017,77.44483781464457,125177,HISPANIC,REGULAR
266,7017.0,9017,72.19397588979238,91285,BLACK,REGULAR
267,7017.0,9017,69.82711491998556,129424,WHITE,REGULAR
268,7017.0,9017,64.59760789524493,147653,WHITE,EXPERIMENTAL
269,7018.0,9005,64.85188838659053,61208,HISPANIC,EXPERIMENTAL
270,7018.0,9005,86.03397637088722,127880,WHITE,REGULAR
271,7018.0,9005,70.6366411676382,39929,HISPANIC,REGULAR
272,7018.0,9005,68.3319409320288,107555,WHITE,EXPERIMENTAL
273,7018.0,9005,77.45570370717499,36508,BLACK,REGULAR
274,7018.0,9005,71.47339323314173,64303,ASIAN,EXPERIMENTAL
275,7018.0,9005,65.39248829332763,39287,BLACK,EXPERIMENTAL
276,7018.0,9005,77.65116226827678,32340,HISPANIC,EXPERIMENTAL
277,7018.0,9005,78.55484901297439,130922,HISPANIC,REGULAR
278,7018.0,9005,63.8795274581237,53877,BLACK,REGULAR
279,7018.0,9005,73.67259615351489,68939,WHITE,EXPERIMENTAL
280,7018.0,9005,63.526883504838445,72179,HISPANIC,REGULAR
281,7018.0,9005,81.93937380835945,97354,BLACK,REGULAR
282,7018.0,9005,78.74896132288578,91028,ASIAN,REGULAR
283,7018.0,9005,74.95859315615044,52341,BLACK,REGULAR
284,7019.0,9011,82.61841298740522,91163,HISPANIC,EXPERIMENTAL
285,7019.0,9011,79.9754539660639,63289,HISPANIC,EXPERIMENTAL
286,7019.0,9011,74.3261306055192,108336,HISPANIC,REGULAR
287,7019.0,9011,73.92628289252214,137795,HISPANIC,REGULAR
288,7019.0,9011,81.70383987697365,72668,BLACK,REGULAR
289,7019.0,9011,80.68008225963042,111218,BLACK,EXPERIMENTAL
290,7019.0,9011,65.69932720589706,121703,ASIAN,EXPERIMENTAL
291,7019.0,9011,86.76327021211564,118550,BLACK,EXPERIMENTAL
292,7019.0,9011,82.72772360287976,149138,WHITE,REGULAR
293,7019.0,9011,77.45398490972981,110822,BLACK,REGULAR
294,7019.0,9011,71.93808432728251,128946,BLACK,REGULAR
295,7019.0,9011,80.5260441647676,51241,WHITE,REGULAR
296,7019.0,9011,66.23329142841497,101556,WHITE,REGULAR
297,7019.0,9011,79.61440140975618,34898,BLACK,EXPERIMENTAL
298,7019.0,9011,81.23832686322909,39856,WHITE,REGULAR
299,7020.0,9003,59.92345811136987,75161,HISPANIC,EXPERIMENTAL
300,7020.0,9003,64.71507721400823,38239,BLACK,REGULAR
301,7020.0,9003,62.8223564898549,99970,BLACK,REGULAR
302,7020.0,9003,65.66592834625492,32158,ASIAN,REGULAR
303,7020.0,9003,79.88809529815767,125645,WHITE,REGULAR
304,7020.0,9003,60.936994832691084,44134,ASIAN,EXPERIMENTAL
305,7020.0,9003,70.03043658359509,97767,WHITE,REGULAR
306,7020.0,9003,60.02143763196696,135557,BLACK,REGULAR
307,7020.0,9003,69.44185691569974,99405,WHITE,EXPERIMENTAL
308,7020.0,9003,78.81382689713875,143955,WHITE,EXPERIMENTAL
309,7020.0,9003,77.48530661766743,124858,WHITE,EXPERIMENTAL
310,7020.0,9003,64.67597210437613,108873,WHITE,REGULAR
311,7020.0,9003,58.39909239489444,41185,WHITE,REGULAR
312,7020.0,9003,69.17198084725125,75816,WHITE,EXPERIMENTAL
313,7020.0,9003,69.63706458815385,37531,WHITE,REGULAR
314,7021.0,9006,71.38959824887475,39476,WHITE,REGULAR
315,7021.0,9006,58.09587358859565,61874,WHITE,REGULAR
316,7021.0,9006,65.27599157947783,56968,WHITE,REGULAR
317,7021.0,9006,78.57090883243059,104309,WHITE,REGULAR
318,7021.0,9006,69.27382150238975,94311,WHITE,EXPERIMENTAL
319,7021.0,9006,63.03823382066558,124302,BLACK,EXPERIMENTAL
320,7021.0,9006,65.3274826348503,133383,HISPANIC,REGULAR
321,7021.0,9006,65.39712912293321,95061,BLACK,REGULAR
322,7021.0,9006,58.07334348230255,91723,WHITE,EXPERIMENTAL
323,7021.0,9006,78.9252522378544,130753,BLACK,EXPERIMENTAL
324,7021.0,9006,79.02437143102068,86309,WHITE,EXPERIMENTAL
325,7021.0,9006,71.83657499379105,94237,WHITE,REGULAR
326,7021.0,9006,83.66837631289599,136844,ASIAN,EXPERIMENTAL
327,7021.0,9006,73.81843102256967,142706,WHITE,REGULAR
328,7021.0,9006,76.43351056502976,75652,WHITE,REGULAR
329,7022.0,9012,78.167452175161,42250,BLACK,REGULAR
330,7022.0,9012,83.13864496239754,79386,ASIAN,EXPERIMENTAL
331,7022.0,9012,76.25999155843243,81240,WHITE,EXPERIMENTAL
332,7022.0,9012,79.84274160183101,86817,HISPANIC,EXPERIMENTAL
333,7022.0,9012,87.34340121326062,147028,HISPANIC,REGULAR
334,7022.0,9012,93.71419861488356,112400,WHITE,REGULAR
335,7022.0,9012,80.91659348427946,138500,BLACK,REGULAR
336,7022.0,9012,82.82015458669858,85803,BLACK,REGULAR
337,7022.0,9012,95.49605445789392,130092,HISPANIC,REGULAR
338,7022.0,9012,82.01202720345653,148897,HISPANIC,REGULAR
339,7022.0,9012,89.6279569649007,83279,WHITE,EXPERIMENTAL
340,7022.0,9012,87.7378193407733,57165,WHITE,EXPERIMENTAL
341,7022.0,9012,90.04511580422708,49340,BLACK,REGULAR
342,7022.0,9012,69.91805537986531,46165,WHITE,EXPERIMENTAL
343,7022.0,9012,77.88021563235841,116468,HISPANIC,REGULAR
344,7023.0,9001,82.09878079610164,98715,WHITE,REGULAR
345,7023.0,9001,75.5860853666779,38354,BLACK,REGULAR
346,7023.0,9001,85.03203192174767,79627,HISPANIC,REGULAR
347,7023.0,9001,79.65448683644239,127972,WHITE,REGULAR
348,7023.0,9001,80.0040918003339,104726,WHITE,REGULAR
349,7023.0,9001,74.69415172800446,55306,WHITE,EXPERIMENTAL
350,7023.0,9001,74.66609486156494,114170,HISPANIC,REGULAR
351,7023.0,9001,73.41700302532341,97050,BLACK,REGULAR
352,7023.0,9001,78.76054728034491,46884,WHITE,EXPERIMENTAL
353,7023.0,9001,74.41112454478782,60024,HISPANIC,EXPERIMENTAL
354,7023.0,9001,87.7117797648824,100212,ASIAN,EXPERIMENTAL
355,7023.0,9001,66.98025119375716,60923,WHITE,EXPERIMENTAL
356,7023.0,9001,72.41888913257695,32984,WHITE,EXPERIMENTAL
357,7023.0,9001,63.76424021172071,60183,HISPANIC,REGULAR
358,7023.0,9001,73.10163761037556,93448,WHITE,REGULAR
359,7024.0,9009,90.3106630046157,60053,ASIAN,REGULAR
360,7024.0,9009,74.25999363207237,125098,WHITE,EXPERIMENTAL
361,7024.0,9009,88.13419352440795,79448,HISPANIC,REGULAR
362,7024.0,9009,78.5480663461735,134355,WHITE,REGULAR
363,7024.0,9009,95.21326264341963,116099,HISPANIC,REGULAR
364,7024.0,9009,78.44161980794405,103630,WHITE,REGULAR
365,7024.0,9009,89.71659086179258,135600,BLACK,EXPERIMENTAL
366,7024.0,9009,81.65953432471414,82637,ASIAN,REGULAR
367,7024.0,9009,77.68489692956125,58946,WHITE,EXPERIMENTAL
368,7024.0,9009,78.71208050161033,68456,BLACK,REGULAR
369,7024.0,9009,83.47319091034484,58737,WHITE,EXPERIMENTAL
370,7024.0,9009,86.76127910215483,149891,BLACK,EXPERIMENTAL
371,7024.0,9009,86.87350946352673,63467,BLACK,REGULAR
372,7024.0,9009,88.47568892729473,55553,BLACK,EXPERIMENTAL
373,7024.0,9009,77.75395288624398,62085,WHITE,REGULAR
374,7025.0,9001,84.34559789372918,128416,WHITE,REGULAR
375,7025.0,9001,72.68662446451523,119179,HISPANIC,EXPERIMENTAL
376,7025.0,9001,70.9132041832178,86540,ASIAN,REGULAR
377,7025.0,9001,85.01621155972414,101696,WHITE,EXPERIMENTAL
378,7025.0,9001,66.93779481128784,71752,HISPANIC,EXPERIMENTAL
379,7025.0,9001,67.1835778053391,132671,WHITE,REGULAR
380,7025.0,9001,88.89240479152097,143599,WHITE,REGULAR
381,7025.0,9001,83.5060950823183,146624,BLACK,REGULAR
382,7025.0,9001,83.09220722751846,112376,BLACK,REGULAR
383,7025.0,9001,79.04623798982414,133672,HISPANIC,EXPERIMENTAL
384,7025.0,9001,85.51424491488318,96504,HISPANIC,EXPERIMENTAL
385,7025.0,9001,86.0722944926114,84090,HISPANIC,REGULAR
386,7025.0,9001,63.94037274747867,85317,HISPANIC,REGULAR
387,7025.0,9001,61.70272959715248,70979,BLACK,EXPERIMENTAL
388,7025.0,9001,84.7540685111106,145662,WHITE,REGULAR
389,7026.0,9005,70.83242526160387,49883,WHITE,REGULAR
390,7026.0,9005,77.70085328855805,66652,WHITE,REGULAR
391,7026.0,9005,83.4048875224897,142123,BLACK,REGULAR
392,7026.0,9005,72.88337557781585,79520,WHITE,EXPERIMENTAL
393,7026.0,9005,80.22284005223989,130919,BLACK,REGULAR
394,7026.0,9005,68.71623410516233,123372,WHITE,REGULAR
395,7026.0,9005,66.19111521580115,47057,WHITE,EXPERIMENTAL
396,7026.0,9005,65.58676246964106,136150,WHITE,REGULAR
397,7026.0,9005,77.96694872883435,79399,WHITE,REGULAR
398,7026.0,9005,71.6414766911912,91724,ASIAN,EXPERIMENTAL
399,7026.0,9005,61.953974245821435,36681,BLACK,EXPERIMENTAL
400,7026.0,9005,75.23744376126476,101128,BLACK,REGULAR
401,7026.0,9005,55.213767435805934,39360,WHITE,EXPERIMENTAL
